StationID,Date,Type,Value,Ignore1,Ignore2,Ignore3,Ignore4,Latitude,Longitude,Elevation,State,Station,Ignore5,Ignore6
US1NCBC0003,20151229,SNWD,0,,,N,,35.6536,-82.5728,742.5,NC,ASHEVILLE 5.7 NNW,,,
US1NCBC0014,20151229,SNWD,0,,,N,,35.6263,-82.6763,672.1,NC,LEICESTER 2 SE,,,
US1NCBC0045,20151229,SNWD,0,,,N,,35.6162,-82.5505,660.2,NC,ASHEVILLE 2.9 N,,,
US1NCBC0051,20151229,SNWD,0,,,N,,35.5909,-82.5549,650.4,NC,ASHEVILLE 1.2 NNW,,,
US1NCBC0058,20151229,SNWD,0,,,N,,35.5793,-82.4808,664.2,NC,ASHEVILLE 3.8 E,,,
US1NCBC0066,20151229,SNWD,0,,,N,,35.7077,-82.4592,780.9,NC,WEAVERVILLE 5.6 E,,,
US1NCBC0083,20151229,SNWD,0,,,N,,35.4743,-82.5583,632.5,NC,ARDEN 2.4 WNW,,,
US1NCBC0091,20151229,SNWD,0,,,N,,35.5546,-82.6930,677.9,NC,CANDLER 1.3 N,,,
US1NCBR0002,20151229,SNWD,0,,,N,,34.2024,-78.0948,21.0,NC,LELAND 5.7 WSW,,,
US1NCCR0028,20151229,SNWD,0,,,N,,34.7056,-76.9898,7.0,NC,OCEAN 0.5 S,,,
US1NCCR0033,20151229,SNWD,0,,,N,,34.7829,-76.9040,8.5,NC,NEWPORT 2.5 W,,,
US1NCFK0002,20151229,SNWD,0,,,N,,35.9881,-78.4196,128.9,NC,YOUNGSVILLE 4.1 SE,,,
US1NCGL0017,20151229,SNWD,0,,,N,,36.0820,-79.8432,258.5,NC,GREENSBORO 0.9 WNW,,,
US1NCHR0007,20151229,SNWD,0,,,N,,35.4028,-78.8508,103.9,NC,LILLINGTON 2.0 W,,,
US1NCHW0002,20151229,SNWD,0,,,N,,35.5389,-83.0467,1051.6,NC,MAGGIE VALLEY 2.9 ENE,,,
US1NCNH0013,20151229,SNWD,0,,,N,,34.2795,-77.7963,3.7,NC,WILMINGTON 9.3 ENE,,,
US1NCPK0016,20151229,SNWD,0,,,N,,35.2039,-82.0866,279.5,NC,COLUMBUS 7.3 ESE,,,
US1NCPT0055,20151229,SNWD,0,,,N,,35.5344,-77.3821,0.0,NC,WINTERVILLE 1.0 ENE,,,
US1NCWT0006,20151229,SNWD,0,,,N,,36.1648,-81.6055,1178.1,NC,BLOWING ROCK 4.4 NE,,,
US1NCWT0009,20151229,SNWD,0,,,N,,36.2184,-81.6720,1011.9,NC,BOONE 0.6 N,,,
US1NCWT0011,20151229,SNWD,0,,,N,,36.1461,-81.7877,996.7,NC,FOSCOE 1.2 WSW,,,
US1NCYD0003,20151229,SNWD,0,,,N,,36.0532,-80.6028,260.6,NC,YADKINVILLE 6.3 SSE,,,
US1NDBH0034,20151229,SNWD,127,,,N,,46.8115,-100.7930,526.1,ND,BISMARCK 1.3 WNW,,,
US1NDCS0001,20151229,SNWD,51,,,N,,46.8275,-96.8528,273.1,ND,WEST FARGO 3.8 SSE,,,
US1NDCS0004,20151229,SNWD,86,,,N,,46.9110,-96.7797,273.4,ND,FARGO 3.0 NE,,,
US1NDCS0020,20151229,SNWD,89,,,N,,46.6500,-97.0193,287.7,ND,KINDRED 0.1 SE,,,
US1NDCS0025,20151229,SNWD,51,,,N,,46.8130,-96.8523,276.1,ND,FARGO 5.3 SW,,,
US1NDCS0042,20151229,SNWD,51,,,N,,46.8294,-96.7964,275.8,ND,FARGO 3.4 SSE,,,
US1NEAD0001,20151229,SNWD,25,,,N,,40.5551,-98.3538,0.0,NE,HASTINGS 3.0 SE,,,
US1NEAD0002,20151229,SNWD,76,,,N,,40.5949,-98.4270,594.4,NE,HASTINGS 2.0 WNW,,,
US1NEAD0005,20151229,SNWD,64,,,N,,40.6005,-98.4719,598.0,NE,JUNIATA 1.9 ENE,,,
US1NECA0002,20151229,SNWD,51,,,N,,40.8690,-96.4266,385.0,NE,ALVO 2.1 W,,,
US1NECA0003,20151229,SNWD,114,,,N,,41.0105,-95.8890,316.1,NE,PLATTSMOUTH 0.2 NNE,,,
US1NECH0001,20151229,SNWD,127,,,N,,42.8751,-100.5634,788.5,NE,VALENTINE 0.7 W,,,
US1NEDD0003,20151229,SNWD,76,,,N,,41.4314,-96.4921,363.3,NE,FREMONT 0.6 S,,,
US1NEDG0001,20151229,SNWD,127,,,N,,41.2370,-96.2004,0.0,NE,ELKHORN 3.7 SSE,,,
US1NEDG0007,20151229,SNWD,102,,,N,,41.2585,-96.2296,375.5,NE,ELKHORN 1.7 SSE,,,
US1NEDG0008,20151229,SNWD,140,,,N,,41.2745,-96.1463,382.8,NE,OMAHA 7.0 W,,,
US1NEDG0018,20151229,SNWD,127,,,N,,41.2939,-96.2410,388.9,NE,ELKHORN 0.8 NNW,,,
US1NEJF0001,20151229,SNWD,0,T,,N,,40.0891,-97.1959,414.8,NE,FAIRBURY 3.7 SSW,,,
US1NELA0019,20151229,SNWD,25,,,N,,40.7494,-96.5928,422.1,NE,LINCOLN 6.8 SE,,,
US1NELC0002,20151229,SNWD,0,T,,N,,41.1344,-100.7916,858.3,NE,NORTH PLATTE 1.0 W,,,
US1NESN0003,20151229,SNWD,76,,,N,,41.1932,-96.7374,390.1,NE,WESTON 0.2 ENE,,,
US1NESY0009,20151229,SNWD,127,,,N,,41.1271,-96.2474,391.1,NE,GRETNA 1.0 S,,,
US1NHBK0001,20151229,SNWD,109,,,N,,43.4800,-71.5500,207.3,NH,TILTON NORTHFIELD 3.3 NE,,,
US1NHBK0002,20151229,SNWD,102,,,N,,43.4356,-71.5069,214.0,NH,BELMONT 1.7 SW,,,
US1NHBK0009,20151229,SNWD,102,,,N,,43.6224,-71.5351,206.3,NH,MEREDITH 2.9 SSW,,,
US1NHCR0001,20151229,SNWD,107,,,N,,43.6037,-70.9867,188.1,NH,EAST WAKEFIELD 1.2 SE,,,
US1NHCR0009,20151229,SNWD,114,,,N,,43.8793,-71.1266,285.3,NH,MADISON 1.7 SE,,,
US1NHCR0012,20151229,SNWD,102,,,N,,44.1128,-71.1396,209.7,NH,INTERVALE 2.7 N,,,
US1NHCR0015,20151229,SNWD,109,,,N,,44.1907,-71.2260,355.4,NH,JACKSON 3.7 NW,,,
US1NHCR0016,20151229,SNWD,102,,,N,,43.5846,-71.2176,169.5,NH,WOLFEBORO 0.6 SW,,,
US1NHCR0026,20151229,SNWD,127,,,N,,43.8098,-71.3415,217.0,NH,CENTER SANDWICH 4.9 E,,,
US1NHCS0004,20151229,SNWD,127,,,N,,45.1106,-71.2976,591.6,NH,PITTSBURG 6.1 NE,,,
US1NHCS0010,20151229,SNWD,89,,,N,,44.3882,-71.2695,541.0,NH,RANDOLPH 1.4 NE,,,
US1NHGR0001,20151229,SNWD,109,,,N,,43.5949,-71.7414,153.0,NH,BRISTOL 0.4 SSE,,,
US1NHHL0016,20151229,SNWD,46,,,N,,42.7590,-71.5370,98.1,NH,HOLLIS 2.9 ENE,,,
US1NHHL0019,20151229,SNWD,51,,,N,,42.7123,-71.6976,138.1,NH,BROOKLINE 2.1 SW,,,
US1NHHL0048,20151229,SNWD,58,,,N,,42.7767,-71.7799,296.3,NH,GREENVILLE 1.1 ENE,,,
US1NHHL0049,20151229,SNWD,43,,,N,,42.8762,-71.6828,159.4,NH,MONT VERNON 1.3 SSW,,,
US1NHHL0055,20151229,SNWD,64,,,N,,42.9425,-71.6861,169.8,NH,NEW BOSTON 2.4 S,,,
US1NHMR0004,20151229,SNWD,76,,,N,,43.1499,-71.5565,137.5,NH,BOW 1.6 NW,,,
US1NHMR0006,20151229,SNWD,140,,,N,,43.5200,-71.8190,285.0,NH,DANBURY 2.2 ESE,,,
US1NHMR0011,20151229,SNWD,51,,,N,,43.2849,-71.9252,290.5,NH,SOUTH SUTTON 2.5 SSE,,,
US1NHMR0015,20151229,SNWD,76,,,N,,43.1070,-71.6171,246.9,NH,DUNBARTON 0.3 N,,,
US1NHMR0017,20151229,SNWD,89,,,N,,43.2101,-71.5512,113.1,NH,CONCORD 1.6 SSE,,,
US1NHMR0025,20151229,SNWD,51,,,N,,43.2115,-71.4143,210.3,NH,CHICHESTER 2.7 SSW,,,
US1NHMR0026,20151229,SNWD,102,,,N,,43.2988,-71.3345,176.5,NH,PITTSFIELD 0.2 SSW,,,
US1NHMR0033,20151229,SNWD,102,,,N,,43.2862,-71.6043,110.3,NH,BOSCAWEN 2.2 SE,,,
US1NHMR0041,20151229,SNWD,107,,,N,,43.3367,-72.0606,588.6,NH,NEWBURY 1.6 NW,,,
US1NHMR0045,20151229,SNWD,140,,,N,,43.4394,-71.5373,195.1,NH,NORTHFIELD 2.8 E,,,
US1NHRC0017,20151229,SNWD,102,,,N,,43.1867,-71.1855,242.0,NH,NORTHWOOD 1.9 WSW,,,
US1NHRC0018,20151229,SNWD,74,,,N,,43.1335,-71.2794,114.6,NH,DEERFIELD 3.2 WSW,,,
US1NHRC0033,20151229,SNWD,76,,,N,,42.8961,-71.1685,75.3,NH,HAMPSTEAD 1.6 NNE,,,
US1NHRC0047,20151229,SNWD,58,,,N,,42.8172,-71.2157,50.3,NH,SALEM 1.7 NNE,,,
US1NHRC0048,20151229,SNWD,89,,,N,,43.2011,-71.2575,196.0,NH,NORTHWOOD 2.9 WSW,,,
US1NHRC0049,20151229,SNWD,102,,,N,,42.9567,-71.0199,57.6,NH,KINGSTON 2.3 NE,,,
US1NHSL0003,20151229,SNWD,76,,,N,,43.2865,-72.3297,275.8,NH,WEST UNITY 0.7 WSW,,,
US1NHST0014,20151229,SNWD,102,,,N,,43.2258,-70.8927,60.7,NH,DOVER 2.5 N,,,
US1NHST0031,20151229,SNWD,102,,,N,,43.3117,-71.1351,281.9,NH,STRAFFORD 2.9 N,,,
US1NJAT0013,20151229,SNWD,0,,,N,,39.3929,-74.6248,16.5,NJ,EGG HARBOR TWP 1.3 NW,,,
US1NJBG0002,20151229,SNWD,0,T,,N,,40.9027,-74.0834,16.8,NJ,SADDLE BROOK TWP 0.6 E,,,
US1NJBG0017,20151229,SNWD,0,,,N,,40.9511,-74.1183,28.0,NJ,GLEN ROCK 0.7 SSE,,,
US1NJBG0023,20151229,SNWD,0,T,,N,,41.0191,-74.2334,149.4,NJ,OAKLAND 0.9 SSE,,,
US1NJBT0004,20151229,SNWD,0,,,N,,39.9684,-74.8648,10.1,NJ,MOUNT LAUREL TWP 2.5 ENE,,,
US1NJCD0001,20151229,SNWD,0,,,N,,39.4755,-75.2383,21.9,NJ,UPPER DEERFIELD TWP 1.7 SW,,,
US1NJCN0005,20151229,SNWD,0,,,N,,39.7109,-74.9679,43.0,NJ,WINSLOW TWP 3.5 W,,,
US1NJGL0037,20151229,SNWD,0,,,N,,39.6999,-74.9971,45.1,NJ,MONROE TWP 3.1 NNW,,,
US1NJHD0001,20151229,SNWD,0,,,N,,40.7480,-74.1518,6.4,NJ,HARRISON 0.3 N,,,
US1NJHN0003,20151229,SNWD,0,,,N,,40.6418,-74.8827,94.2,NJ,CLINTON 1.6 ENE,,,
US1NJHN0019,20151229,SNWD,0,T,,N,,40.6064,-74.8710,83.8,NJ,LEBANON 3.2 SW,,,
US1NJHN0021,20151229,SNWD,0,T,,N,,40.6841,-74.8389,193.9,NJ,LEBANON 2.8 N,,,
US1NJMD0002,20151229,SNWD,0,,,N,,40.4470,-74.5080,32.6,NJ,NORTH BRUNSWICK TWP 1.5 W,,,
US1NJMD0045,20151229,SNWD,0,,,N,,40.5759,-74.2847,21.6,NJ,WOODBRIDGE TWP 1.1 NNE,,,
US1NJMN0064,20151229,SNWD,0,,,N,,40.1302,-74.2145,29.6,NJ,HOWELL TWP 3.7 SSW,,,
US1NJMS0004,20151229,SNWD,0,T,,N,,40.9658,-74.4878,250.2,NJ,ROCKAWAY TWP 0.7 NE,,,
US1NJMS0006,20151229,SNWD,0,T,,N,,40.9018,-74.5189,216.1,NJ,ROCKAWAY 0.4 NNW,,,
US1NJMS0021,20151229,SNWD,13,,,N,,40.8451,-74.5969,312.4,NJ,RANDOLPH TWP 0.8 W,,,
US1NJMS0035,20151229,SNWD,0,T,,N,,40.9008,-74.4893,157.0,NJ,DENVILLE TWP 0.8 N,,,
US1NJMS0061,20151229,SNWD,0,T,,N,,40.7853,-74.8612,224.9,NJ,WASHINGTON TWP 3.6 W,,,
US1NJMS0071,20151229,SNWD,0,T,,N,,40.8805,-74.4631,161.5,NJ,DENVILLE TWP 1.5 ESE,,,
US1NJMS0073,20151229,SNWD,0,T,,N,,40.8173,-74.6049,273.1,NJ,RANDOLPH TWP 2.2 SW,,,
US1NJOC0013,20151229,SNWD,0,,,N,,40.0878,-74.0520,4.0,NJ,POINT PLEASANT BEACH 0.5 SW,,,
US1NJOC0017,20151229,SNWD,0,,,N,,39.8626,-74.1410,0.6,NJ,LACEY TWP 6.3 E,,,
US1NJPS0005,20151229,SNWD,0,T,,N,,40.9519,-74.1577,25.6,NJ,HAWTHORNE 0.4 S,,,
US1NJPS0012,20151229,SNWD,0,T,,N,,40.8796,-74.2270,58.5,NJ,LITTLE FALLS TWP 0.5 WNW,,,
US1NJPS0014,20151229,SNWD,0,T,,N,,40.9436,-74.1523,18.0,NJ,HAWTHORNE 1.0 SSE,,,
US1NJPS0025,20151229,SNWD,13,,,N,,41.0202,-74.3289,110.3,NJ,BLOOMINGDALE 0.7 SSE,,,
US1NJSM0001,20151229,SNWD,0,,,N,,40.4726,-74.5904,29.9,NJ,HILLSBOROUGH TWP 4.7 ESE,,,
US1NJSM0002,20151229,SNWD,3,,,N,,40.6831,-74.5524,91.7,NJ,BERNARDS TWP 0.9 ENE,,,
US1NJSM0004,20151229,SNWD,5,,,N,,40.6834,-74.5731,92.7,NJ,BERNARDS TWP 0.6 NNW,,,
US1NJSM0005,20151229,SNWD,0,,,N,,40.6262,-74.6535,32.9,NJ,BRIDGEWATER TWP 3.3 NW,,,
US1NJSM0026,20151229,SNWD,0,,,N,,40.5123,-74.5174,31.1,NJ,FRANKLIN TWP 3.1 NE,,,
US1NJSM0039,20151229,SNWD,0,,,N,,40.5462,-74.5287,15.5,NJ,FRANKLIN TWP 4.6 NNW,,,
US1NJSS0001,20151229,SNWD,13,,,N,,41.0197,-74.7611,202.1,NJ,ANDOVER TWP 1.7 W,,,
US1NJSS0003,20151229,SNWD,0,T,,N,,41.2215,-74.4880,139.9,NJ,VERNON TWP 1.7 N,,,
US1NJSS0007,20151229,SNWD,13,,,N,,41.0890,-74.5399,323.4,NJ,HARDYSTON TWP 3.2 SE,,,
US1NJSS0020,20151229,SNWD,13,,,N,,41.2288,-74.6059,174.0,NJ,WANTAGE TWP 1.5 SE,,,
US1NJWR0001,20151229,SNWD,0,T,,N,,40.6554,-75.1167,118.6,NJ,GREENWICH TWP 1.6 S,,,
US1NJWR0002,20151229,SNWD,0,T,,N,,40.8549,-74.9815,142.0,NJ,LIBERTY TWP 1.7 WSW,,,
US1NJWR0005,20151229,SNWD,3,,,N,,40.8515,-74.8403,170.1,NJ,HACKETTSTOWN 0.8 W,,,
US1NJWR0021,20151229,SNWD,0,,,N,,40.7623,-74.9719,143.9,NJ,WASHINGTON 0.6 ENE,,,
US1NMBR0008,20151229,SNWD,25,,,N,,35.1463,-106.4906,1859.0,NM,ALBUQUERQUE 7.8 ENE,,,
US1NMBR0034,20151229,SNWD,25,,,N,,35.1278,-106.5437,1676.1,NM,ALBUQUERQUE 4.6 E,,,
US1NMBR0042,20151229,SNWD,76,,,N,,35.1837,-106.4869,1915.1,NM,ALBUQUERQUE 9.0 ENE,,,
US1NMBR0046,20151229,SNWD,127,,,N,,35.0761,-106.3846,1941.9,NM,TIJERAS 1.0 SSW,,,
US1NMBR0123,20151229,SNWD,0,,,N,,35.0685,-106.5956,1608.1,NM,ALBUQUERQUE 3.7 SSE,,,
US1NMBR0128,20151229,SNWD,38,,,N,,35.1473,-106.4933,1847.1,NM,ALBUQUERQUE 7.7 ENE,,,
US1NMBR0136,20151229,SNWD,89,,,N,,35.1511,-106.4876,1870.3,NM,ALBUQUERQUE 8.1 ENE,,,
US1NMBR0142,20151229,SNWD,279,,,N,,35.1537,-106.2848,2118.4,NM,SANDIA PARK 3.7 ESE,,,
US1NMBR0144,20151229,SNWD,51,,,N,,35.1969,-106.6756,1588.0,NM,ALBUQUERQUE 7.8 NNW,,,
US1NMBR0167,20151229,SNWD,445,,,N,,34.9950,-106.2619,2201.6,NM,TIJERAS 9.1 SE,,,
US1NMBR0183,20151229,SNWD,279,,,N,,35.1595,-106.3032,2075.7,NM,SANDIA PARK 3.6 ESE,,,
US1NMBR0200,20151229,SNWD,0,T,,N,,35.1189,-106.5969,1574.0,NM,ALBUQUERQUE 1.6 E,,,
US1NMCL0001,20151229,SNWD,470,,,N,,36.2652,-105.1807,3083.1,NM,ANGEL FIRE 10.2 SSE,,,
US1NMCL0006,20151229,SNWD,254,,,N,,36.3877,-105.2767,2595.1,NM,ANGEL FIRE 0.2 SSE,,,
US1NMCT0007,20151229,SNWD,64,,,N,,34.1415,-107.8792,2304.9,NM,DATIL 2.0 W,,,
US1NMCT0009,20151229,SNWD,64,,,N,,34.4349,-108.4088,2242.1,NM,QUEMADO 8.0 NE,,,
US1NMDA0116,20151229,SNWD,102,,,N,,32.2718,-106.7668,1178.1,NM,MESILLA 2.3 E,,,
US1NMDA0118,20151229,SNWD,25,,,N,,32.3416,-106.7827,1208.8,NM,LAS CRUCES 1.6 WNW,,,
US1NMDA0187,20151229,SNWD,102,,,N,,32.2982,-106.7334,1266.1,NM,LAS CRUCES 2.9 SSE,,,
US1NMDA0201,20151229,SNWD,89,,,N,,32.3326,-106.7427,1289.9,NM,LAS CRUCES 0.8 ESE,,,
US1NMDA0209,20151229,SNWD,152,,,N,,32.2908,-106.6270,1459.4,NM,LAS CRUCES 8.1 ESE,,,
US1NMED0023,20151229,SNWD,279,,,N,,32.4309,-104.2540,962.6,NM,CARLSBAD 2.1 NNW,,,
US1NMGR0028,20151229,SNWD,0,T,,N,,32.8213,-108.2748,1919.0,NM,SILVER CITY 2.6 NNW,,,
US1NMLE0022,20151229,SNWD,356,,,N,,32.6220,-103.1265,1098.5,NM,HOBBS 8.0 SSE,,,
US1NMLN0008,20151229,SNWD,51,,,N,,33.4833,-105.3629,1809.0,NM,LINCOLN 1.4 ESE,,,
US1NMLN0012,20151229,SNWD,330,,,N,,33.3718,-105.6715,2174.1,NM,RUIDOSO 1.7 WNW,,,
US1NMLN0013,20151229,SNWD,216,,,N,,33.4926,-105.6903,2201.3,NM,NOGAL 4.6 SSE,,,
US1NMLN0014,20151229,SNWD,203,,,N,,33.5153,-105.6614,2125.1,NM,CAPITAN 4.3 WSW,,,
US1NMLU0002,20151229,SNWD,76,,,N,,32.1690,-107.6479,1374.0,NM,DEMING 8.6 SE,,,
US1NMMK0001,20151229,SNWD,0,T,,N,,35.6283,-108.7928,2030.0,NM,GALLUP 8.1 NNW,,,
US1NMOT0013,20151229,SNWD,51,,,N,,32.9514,-105.8336,2012.0,NM,CLOUDCROFT 5.4 W,,,
US1NMOT0037,20151229,SNWD,203,,,N,,32.9502,-105.7337,2706.9,NM,CLOUDCROFT 0.4 ESE,,,
US1NMOT0044,20151229,SNWD,3,,,N,,33.0162,-105.8539,1861.1,NM,LA LUZ 5.8 ENE,,,
US1NMOT0076,20151229,SNWD,368,,,N,,32.9041,-105.5236,2213.5,NM,MAYHILL 2.8 WNW,,,
US1NMOT0082,20151229,SNWD,559,,,N,,32.7874,-105.8207,2823.1,NM,SUNSPOT 0.2 SSW,,,
US1NMQY0013,20151229,SNWD,0,T,,N,,35.3621,-103.4708,1173.5,NM,LOGAN 1.5 W,,,
US1NMRA0007,20151229,SNWD,0,,,N,,36.3745,-106.0468,1975.1,NM,ALCALDE 19 N,,,
US1NMRA0028,20151229,SNWD,25,,,N,,36.2496,-106.4956,1981.5,NM,YOUNGSVILLE 5.4 NE,,,
US1NMRA0042,20151229,SNWD,0,T,,N,,36.2115,-106.2964,1814.5,NM,ABIQUIU 1.3 E,,,
US1NMSC0037,20151229,SNWD,191,,,N,,34.0867,-106.8925,1404.5,NM,SOCORRO 2.3 NNE,,,
US1NMSF0050,20151229,SNWD,292,,,N,,35.0908,-106.2212,2017.8,NM,EDGEWOOD 2.7 W,,,
US1NMSF0052,20151229,SNWD,559,,,N,,35.0902,-106.2120,2013.8,NM,EDGEWOOD 2.1 WNW,,,
US1NMSF0070,20151229,SNWD,165,,,N,,35.5273,-105.9414,2036.4,NM,SANTA FE 10.5 S,,,
US1NMSF0071,20151229,SNWD,406,,,N,,35.0569,-106.2319,2080.9,NM,EDGEWOOD 3.7 WSW,,,
US1NMSF0075,20151229,SNWD,178,,,N,,35.5641,-105.7607,2258.0,NM,GLORIETA 1.4 SSE,,,
US1NMSJ0003,20151229,SNWD,8,,,N,,36.6769,-108.0371,1665.1,NM,BLOOMFIELD 4.1 SW,,,
US1NMSJ0016,20151229,SNWD,165,,,N,,36.9012,-108.1952,1754.1,NM,FARMINGTON 10.1 N,,,
US1NMSJ0026,20151229,SNWD,36,,,N,,36.7847,-108.1461,1729.1,NM,FARMINGTON 3.0 NE,,,
US1NMSM0006,20151229,SNWD,114,,,N,,35.6198,-105.2342,2003.5,NM,LAS VEGAS 1.6 NNW,,,
US1NMSN0035,20151229,SNWD,178,,,N,,35.2986,-106.4385,1857.1,NM,PLACITAS 2.1 SE,,,
US1NMSN0053,20151229,SNWD,0,T,,N,,35.2972,-106.5854,1557.5,NM,RIO RANCHO 4.5 ENE,,,
US1NMSN0074,20151229,SNWD,76,,,N,,35.2444,-106.7231,1727.9,NM,RIO RANCHO 4.1 WSW,,,
US1NMSN0078,20151229,SNWD,76,,,N,,35.2420,-106.6471,1610.6,NM,RIO RANCHO 2.3 SSE,,,
US1NMSR0031,20151229,SNWD,25,,,N,,33.3386,-107.6430,1884.0,NM,WINSTON 0.6 SSE,,,
US1NMTR0001,20151229,SNWD,457,,,N,,34.5061,-106.2423,2011.7,NM,MOUNTAINAIR 1.0 S,,,
US1NMTS0024,20151229,SNWD,51,,,N,,36.4609,-105.6116,2186.3,NM,TAOS 4.3 NNW,,,
US1NMVL0027,20151229,SNWD,43,,,N,,34.8084,-106.6766,1479.8,NM,LOS LUNAS 3.5 E,,,
US1NVCH0001,20151229,SNWD,13,,,N,,39.4745,-118.7678,1206.1,NV,FALLON 0.5 E,,,
US1NVCH0005,20151229,SNWD,10,,,N,,39.4712,-118.7915,1213.1,NV,FALLON 0.8 WSW,,,
US1NVCK0049,20151229,SNWD,0,,,N,,36.1520,-115.3396,940.6,NV,LAS VEGAS 7.5 WSW,,,
US1NVDG0002,20151229,SNWD,89,,,N,,39.0386,-119.7213,1467.9,NV,MINDEN 6.0 NNE,,,
US1NVLY0003,20151229,SNWD,25,,,N,,38.9433,-119.1916,1350.9,NV,YERINGTON 3.4 SSW,,,
US1NVLY0014,20151229,SNWD,8,,,N,,39.6024,-119.2441,1271.0,NV,FERNLEY 2.6 WNW,,,
US1NVWH0002,20151229,SNWD,38,,,N,,39.5573,-119.8144,1494.1,NV,RENO 1.4 NNE,,,
US1NVWH0003,20151229,SNWD,38,,,N,,39.3954,-119.7900,1554.5,NV,RENO 10.0 S,,,
US1NVWH0011,20151229,SNWD,76,,,N,,39.5084,-119.8442,1393.9,NV,RENO 2.4 SSW,,,
US1NVWH0019,20151229,SNWD,76,,,N,,39.5184,-119.9935,1493.5,NV,RENO 9.0 W,,,
US1NVWH0031,20151229,SNWD,13,,,N,,39.5480,-119.7052,1342.9,NV,SPARKS 1.7 E,,,
US1NVWH0064,20151229,SNWD,38,,,N,,39.6115,-119.7780,1503.9,NV,SUN VALLEY 0.9 N,,,
US1NVWH0079,20151229,SNWD,13,,,N,,39.7903,-119.8947,1760.2,NV,RENO 17.8 NNW,,,
US1NVWH0096,20151229,SNWD,0,,,N,,39.4069,-119.7313,1385.3,NV,RENO 10.3 SSE,,,
US1NVWH0105,20151229,SNWD,64,,,N,,39.5328,-119.9228,1525.8,NV,RENO 5.4 W,,,
US1NVWH0108,20151229,SNWD,89,,,N,,39.2533,-119.8457,1583.1,NV,NEW WASHOE CITY 5.2 SW,,,
US1NVWH0115,20151229,SNWD,51,,,N,,39.5224,-119.8828,1482.9,NV,RENO 3.4 WSW,,,
US1NYAB0001,20151229,SNWD,38,,,N,,42.6670,-74.0509,445.0,NY,ALTAMONT 2.7 SSW,,,
US1NYAB0006,20151229,SNWD,25,,,N,,42.7198,-73.9304,88.7,NY,SCHENECTADY 5.6 SSW,,,
US1NYAB0021,20151229,SNWD,25,,,N,,42.6918,-73.8311,79.2,NY,NWS ALBANY,,,
US1NYAB0023,20151229,SNWD,25,,,N,,42.6602,-73.8103,78.0,NY,ALBANY 0.7 SW,,,
US1NYAL0002,20151229,SNWD,13,,,N,,42.2705,-77.9419,555.7,NY,WEST ALMOND 3.6 SW,,,
US1NYBM0004,20151229,SNWD,13,,,N,,42.0296,-76.0213,317.0,NY,ENDICOTT 5.2 SSE,,,
US1NYBM0007,20151229,SNWD,20,,,N,,42.0493,-76.0288,303.0,NY,VESTAL 2.8 SSE,,,
US1NYBM0011,20151229,SNWD,13,,,N,,42.0735,-75.9296,412.1,NY,BINGHAMTON 1.8 SW,,,
US1NYBM0014,20151229,SNWD,13,,,N,,42.3084,-75.9569,385.9,NY,WHITNEY POINT 1.7 SSE,,,
US1NYBM0021,20151229,SNWD,20,,,N,,42.0099,-75.5142,507.8,NY,WINDSOR 8.0 SE,,,
US1NYBM0024,20151229,SNWD,18,,,N,,42.1098,-75.8858,259.4,NY,BINGHAMTON 1.3 ENE,,,
US1NYBM0034,20151229,SNWD,20,,,N,,42.0826,-75.9912,423.7,NY,VESTAL 3.2 E,,,
US1NYBM0040,20151229,SNWD,13,,,N,,42.0796,-76.0510,264.6,NY,VESTAL 0.4 SSE,,,
US1NYCB0008,20151229,SNWD,20,,,N,,42.1331,-73.7854,73.8,NY,LIVINGSTON 0.7 SSW,,,
US1NYCL0007,20151229,SNWD,152,,,N,,44.5646,-73.4539,55.2,NY,PERU 4.1 ESE,,,
US1NYCM0003,20151229,SNWD,20,,,N,,42.0839,-76.7881,256.0,NY,ELMIRA 1.3 ESE,,,
US1NYCM0021,20151229,SNWD,3,,,N,,42.1021,-76.8304,284.1,NY,ELMIRA 1.2 WNW,,,
US1NYCN0002,20151229,SNWD,25,,,N,,42.5833,-75.4333,548.6,NY,NORWICH 5.7 NE,,,
US1NYCN0009,20151229,SNWD,25,,,N,,42.5336,-75.6306,456.6,NY,NORWICH 5.4 W,,,
US1NYCQ0009,20151229,SNWD,0,,,N,,42.4717,-79.3336,196.0,NY,DUNKIRK 0.7 SW,,,
US1NYCQ0022,20151229,SNWD,0,,,N,,42.4441,-79.3461,207.3,NY,FREDONIA 0.8 WNW,,,
US1NYCR0001,20151229,SNWD,13,,,N,,42.5330,-76.0211,476.7,NY,FREETOWN 1.0 NE,,,
US1NYCR0005,20151229,SNWD,20,,,N,,42.4516,-76.0437,313.9,NY,MARATHON 1.0 NW,,,
US1NYCT0006,20151229,SNWD,0,T,,N,,42.0920,-78.4130,469.7,NY,OLEAN 1.2 NE,,,
US1NYCT0011,20151229,SNWD,0,T,,N,,42.1587,-78.4905,508.1,NY,ALLEGANY 4.7 N,,,
US1NYCT0022,20151229,SNWD,13,,,N,,42.3417,-78.4528,488.6,NY,FRANKLINVILLE 0.5 NNE,,,
US1NYCY0008,20151229,SNWD,10,,,N,,42.8287,-76.4867,320.0,NY,AUBURN 8.3 SSE,,,
US1NYDL0023,20151229,SNWD,25,,,N,,41.9351,-75.0784,532.2,NY,LONG EDDY 6.5 NNE,,,
