StationID,Date,Type,Value,Ignore1,Ignore2,Ignore3,Ignore4,Latitude,Longitude,Elevation,State,Station,Ignore5,Ignore6
US1MTYS0013,20151230,SNWD,152,,,N,,45.7192,-108.5218,1008.9,MT,BILLINGS 5.1 S,,,
US1MTYS0014,20151230,SNWD,178,,,N,,45.8323,-108.4440,963.8,MT,BILLINGS 4.5 NE,,,
US1MTYS0025,20151230,SNWD,152,,,N,,45.6968,-108.7337,1020.5,MT,LAUREL 2.4 NE,,,
US1MTYS0027,20151230,SNWD,127,,,N,,45.8359,-108.5221,1037.2,MT,BILLINGS 3.2 NNE,,,
US1MTYS0028,20151230,SNWD,20,,,N,,45.7595,-108.6133,990.3,MT,BILLINGS 4.2 WSW,,,
US1NCAG0001,20151230,SNWD,0,,,N,,36.4590,-81.1525,946.1,NC,SPARTA 3.5 SSW,,,
US1NCBC0003,20151230,SNWD,0,,,N,,35.6536,-82.5728,742.5,NC,ASHEVILLE 5.7 NNW,,,
US1NCBC0014,20151230,SNWD,0,,,N,,35.6263,-82.6763,672.1,NC,LEICESTER 2 SE,,,
US1NCBC0045,20151230,SNWD,0,,,N,,35.6162,-82.5505,660.2,NC,ASHEVILLE 2.9 N,,,
US1NCBC0051,20151230,SNWD,0,,,N,,35.5909,-82.5549,650.4,NC,ASHEVILLE 1.2 NNW,,,
US1NCBC0058,20151230,SNWD,0,,,N,,35.5793,-82.4808,664.2,NC,ASHEVILLE 3.8 E,,,
US1NCBC0066,20151230,SNWD,0,,,N,,35.7077,-82.4592,780.9,NC,WEAVERVILLE 5.6 E,,,
US1NCBC0083,20151230,SNWD,0,,,N,,35.4743,-82.5583,632.5,NC,ARDEN 2.4 WNW,,,
US1NCBC0091,20151230,SNWD,0,,,N,,35.5546,-82.6930,677.9,NC,CANDLER 1.3 N,,,
US1NCBR0002,20151230,SNWD,0,,,N,,34.2024,-78.0948,21.0,NC,LELAND 5.7 WSW,,,
US1NCCR0028,20151230,SNWD,0,,,N,,34.7056,-76.9898,7.0,NC,OCEAN 0.5 S,,,
US1NCFK0002,20151230,SNWD,0,,,N,,35.9881,-78.4196,128.9,NC,YOUNGSVILLE 4.1 SE,,,
US1NCGL0017,20151230,SNWD,0,,,N,,36.0820,-79.8432,258.5,NC,GREENSBORO 0.9 WNW,,,
US1NCHR0007,20151230,SNWD,0,,,N,,35.4028,-78.8508,103.9,NC,LILLINGTON 2.0 W,,,
US1NCHW0002,20151230,SNWD,0,,,N,,35.5389,-83.0467,1051.6,NC,MAGGIE VALLEY 2.9 ENE,,,
US1NCMC0004,20151230,SNWD,0,,,N,,35.2470,-83.4140,602.6,NC,FRANKLIN 4.9 NNW,,,
US1NCPK0016,20151230,SNWD,0,,,N,,35.2039,-82.0866,279.5,NC,COLUMBUS 7.3 ESE,,,
US1NCPT0055,20151230,SNWD,0,,,N,,35.5344,-77.3821,0.0,NC,WINTERVILLE 1.0 ENE,,,
US1NCWK0001,20151230,SNWD,0,,,N,,35.9696,-78.6887,113.1,NC,RALEIGH 10.3 N,,,
US1NCWT0006,20151230,SNWD,0,,,N,,36.1648,-81.6055,1178.1,NC,BLOWING ROCK 4.4 NE,,,
US1NCWT0009,20151230,SNWD,0,,,N,,36.2184,-81.6720,1011.9,NC,BOONE 0.6 N,,,
US1NCWT0011,20151230,SNWD,0,,,N,,36.1461,-81.7877,996.7,NC,FOSCOE 1.2 WSW,,,
US1NCYD0003,20151230,SNWD,0,,,N,,36.0532,-80.6028,260.6,NC,YADKINVILLE 6.3 SSE,,,
US1NCYN0004,20151230,SNWD,0,,,N,,35.8297,-82.3285,947.9,NC,BURNSVILLE 6.5 SSW,,,
US1NDBH0034,20151230,SNWD,127,,,N,,46.8115,-100.7930,526.1,ND,BISMARCK 1.3 WNW,,,
US1NDCS0001,20151230,SNWD,51,,,N,,46.8275,-96.8528,273.1,ND,WEST FARGO 3.8 SSE,,,
US1NDCS0004,20151230,SNWD,102,,,N,,46.9110,-96.7797,273.4,ND,FARGO 3.0 NE,,,
US1NDCS0020,20151230,SNWD,89,,,N,,46.6500,-97.0193,287.7,ND,KINDRED 0.1 SE,,,
US1NDCS0025,20151230,SNWD,64,,,N,,46.8130,-96.8523,276.1,ND,FARGO 5.3 SW,,,
US1NDCS0042,20151230,SNWD,51,,,N,,46.8294,-96.7964,275.8,ND,FARGO 3.4 SSE,,,
US1NDCS0045,20151230,SNWD,13,,,N,,46.9260,-96.7932,272.8,ND,FARGO 3.6 NNE,,,
US1NDGV0001,20151230,SNWD,51,,,N,,46.9095,-104.0050,854.4,ND,BEACH 0.3 SSE,,,
US1NEAD0001,20151230,SNWD,25,,,N,,40.5551,-98.3538,0.0,NE,HASTINGS 3.0 SE,,,
US1NEAD0002,20151230,SNWD,76,,,N,,40.5949,-98.4270,594.4,NE,HASTINGS 2.0 WNW,,,
US1NEAD0005,20151230,SNWD,64,,,N,,40.6005,-98.4719,598.0,NE,JUNIATA 1.9 ENE,,,
US1NECA0003,20151230,SNWD,102,,,N,,41.0105,-95.8890,316.1,NE,PLATTSMOUTH 0.2 NNE,,,
US1NECH0001,20151230,SNWD,127,,,N,,42.8751,-100.5634,788.5,NE,VALENTINE 0.7 W,,,
US1NEDD0003,20151230,SNWD,76,,,N,,41.4314,-96.4921,363.3,NE,FREMONT 0.6 S,,,
US1NEDG0006,20151230,SNWD,117,,,N,,41.2108,-96.2067,383.4,NE,CHALCO 4.2 WNW,,,
US1NEDG0008,20151230,SNWD,114,,,N,,41.2745,-96.1463,382.8,NE,OMAHA 7.0 W,,,
US1NEDG0017,20151230,SNWD,191,,,N,,41.3089,-95.9980,374.9,NE,OMAHA 3.2 NNE,,,
US1NEDG0018,20151230,SNWD,127,,,N,,41.2939,-96.2410,388.9,NE,ELKHORN 0.8 NNW,,,
US1NEJF0001,20151230,SNWD,0,,,N,,40.0891,-97.1959,414.8,NE,FAIRBURY 3.7 SSW,,,
US1NELA0019,20151230,SNWD,25,,,N,,40.7494,-96.5928,422.1,NE,LINCOLN 6.8 SE,,,
US1NELA0021,20151230,SNWD,38,,,N,,40.8337,-96.7967,392.0,NE,LINCOLN 5.8 WNW,,,
US1NELC0001,20151230,SNWD,0,,,N,,41.0821,-100.7849,0.0,NE,NORTH PLATTE 3.6 S,,,
US1NESY0009,20151230,SNWD,152,,,N,,41.1271,-96.2474,391.1,NE,GRETNA 1.0 S,,,
US1NHBK0001,20151230,SNWD,109,,,N,,43.4800,-71.5500,207.3,NH,TILTON NORTHFIELD 3.3 NE,,,
US1NHBK0002,20151230,SNWD,127,,,N,,43.4356,-71.5069,214.0,NH,BELMONT 1.7 SW,,,
US1NHBK0009,20151230,SNWD,127,,,N,,43.6224,-71.5351,206.3,NH,MEREDITH 2.9 SSW,,,
US1NHCR0001,20151230,SNWD,114,,,N,,43.6037,-70.9867,188.1,NH,EAST WAKEFIELD 1.2 SE,,,
US1NHCR0009,20151230,SNWD,165,,,N,,43.8793,-71.1266,285.3,NH,MADISON 1.7 SE,,,
US1NHCR0015,20151230,SNWD,178,,,N,,44.1907,-71.2260,355.4,NH,JACKSON 3.7 NW,,,
US1NHCR0016,20151230,SNWD,127,,,N,,43.5846,-71.2176,169.5,NH,WOLFEBORO 0.6 SW,,,
US1NHCR0026,20151230,SNWD,165,,,N,,43.8098,-71.3415,217.0,NH,CENTER SANDWICH 4.9 E,,,
US1NHCS0004,20151230,SNWD,152,,,N,,45.1106,-71.2976,591.6,NH,PITTSBURG 6.1 NE,,,
US1NHCS0006,20151230,SNWD,109,,,N,,44.4764,-71.1773,372.5,NH,BERLIN 3.9 ESE,,,
US1NHCS0010,20151230,SNWD,127,,,N,,44.3882,-71.2695,541.0,NH,RANDOLPH 1.4 NE,,,
US1NHGR0001,20151230,SNWD,140,,,N,,43.5949,-71.7414,153.0,NH,BRISTOL 0.4 SSE,,,
US1NHGR0023,20151230,SNWD,81,,,N,,44.2354,-71.7388,384.4,NH,FRANCONIA 0.8 NE,,,
US1NHHL0019,20151230,SNWD,76,,,N,,42.7123,-71.6976,138.1,NH,BROOKLINE 2.1 SW,,,
US1NHHL0048,20151230,SNWD,102,,,N,,42.7767,-71.7799,296.3,NH,GREENVILLE 1.1 ENE,,,
US1NHHL0049,20151230,SNWD,152,,,N,,42.8762,-71.6828,159.4,NH,MONT VERNON 1.3 SSW,,,
US1NHHL0055,20151230,SNWD,89,,,N,,42.9425,-71.6861,169.8,NH,NEW BOSTON 2.4 S,,,
US1NHMR0004,20151230,SNWD,127,,,N,,43.1499,-71.5565,137.5,NH,BOW 1.6 NW,,,
US1NHMR0006,20151230,SNWD,180,,,N,,43.5200,-71.8190,285.0,NH,DANBURY 2.2 ESE,,,
US1NHMR0025,20151230,SNWD,114,,,N,,43.2115,-71.4143,210.3,NH,CHICHESTER 2.7 SSW,,,
US1NHMR0026,20151230,SNWD,102,,,N,,43.2988,-71.3345,176.5,NH,PITTSFIELD 0.2 SSW,,,
US1NHMR0033,20151230,SNWD,127,,,N,,43.2862,-71.6043,110.3,NH,BOSCAWEN 2.2 SE,,,
US1NHMR0041,20151230,SNWD,119,,,N,,43.3367,-72.0606,588.6,NH,NEWBURY 1.6 NW,,,
US1NHMR0045,20151230,SNWD,165,,,N,,43.4394,-71.5373,195.1,NH,NORTHFIELD 2.8 E,,,
US1NHRC0007,20151230,SNWD,135,,,N,,42.9734,-70.9195,20.7,NH,EXETER 1.5 E,,,
US1NHRC0017,20151230,SNWD,102,,,N,,43.1867,-71.1855,242.0,NH,NORTHWOOD 1.9 WSW,,,
US1NHRC0018,20151230,SNWD,114,,,N,,43.1335,-71.2794,114.6,NH,DEERFIELD 3.2 WSW,,,
US1NHRC0047,20151230,SNWD,102,,,N,,42.8172,-71.2157,50.3,NH,SALEM 1.7 NNE,,,
US1NHRC0048,20151230,SNWD,102,,,N,,43.2011,-71.2575,196.0,NH,NORTHWOOD 2.9 WSW,,,
US1NHSL0003,20151230,SNWD,89,,,N,,43.2865,-72.3297,275.8,NH,WEST UNITY 0.7 WSW,,,
US1NHSL0008,20151230,SNWD,20,,,N,,43.4201,-72.0910,418.5,NH,SUNAPEE 2.3 N,,,
US1NHST0014,20151230,SNWD,102,,,N,,43.2258,-70.8927,60.7,NH,DOVER 2.5 N,,,
US1NHST0019,20151230,SNWD,152,,,N,,43.1876,-70.8685,31.7,NH,DOVER 0.8 E,,,
US1NJAT0013,20151230,SNWD,0,,,N,,39.3929,-74.6248,16.5,NJ,EGG HARBOR TWP 1.3 NW,,,
US1NJBG0029,20151230,SNWD,0,,,N,,41.0328,-74.2450,73.8,NJ,OAKLAND 0.2 WNW,,,
US1NJBT0004,20151230,SNWD,0,,,N,,39.9684,-74.8648,10.1,NJ,MOUNT LAUREL TWP 2.5 ENE,,,
US1NJCD0001,20151230,SNWD,0,,,N,,39.4755,-75.2383,21.9,NJ,UPPER DEERFIELD TWP 1.7 SW,,,
US1NJCN0005,20151230,SNWD,0,,,N,,39.7109,-74.9679,43.0,NJ,WINSLOW TWP 3.5 W,,,
US1NJGL0037,20151230,SNWD,0,,,N,,39.6999,-74.9971,45.1,NJ,MONROE TWP 3.1 NNW,,,
US1NJMD0002,20151230,SNWD,0,,,N,,40.4470,-74.5080,32.6,NJ,NORTH BRUNSWICK TWP 1.5 W,,,
US1NJMN0017,20151230,SNWD,0,,,N,,40.1838,-74.2448,43.3,NJ,HOWELL TWP 2.5 W,,,
US1NJMN0064,20151230,SNWD,0,,,N,,40.1302,-74.2145,29.6,NJ,HOWELL TWP 3.7 SSW,,,
US1NJOC0013,20151230,SNWD,0,,,N,,40.0878,-74.0520,4.0,NJ,POINT PLEASANT BEACH 0.5 SW,,,
US1NJOC0017,20151230,SNWD,0,,,N,,39.8626,-74.1410,0.6,NJ,LACEY TWP 6.3 E,,,
US1NJPS0005,20151230,SNWD,0,,,N,,40.9519,-74.1577,25.6,NJ,HAWTHORNE 0.4 S,,,
US1NJPS0012,20151230,SNWD,0,,,N,,40.8796,-74.2270,58.5,NJ,LITTLE FALLS TWP 0.5 WNW,,,
US1NJPS0014,20151230,SNWD,0,,,N,,40.9436,-74.1523,18.0,NJ,HAWTHORNE 1.0 SSE,,,
US1NJSM0001,20151230,SNWD,0,,,N,,40.4726,-74.5904,29.9,NJ,HILLSBOROUGH TWP 4.7 ESE,,,
US1NJSM0005,20151230,SNWD,0,,,N,,40.6262,-74.6535,32.9,NJ,BRIDGEWATER TWP 3.3 NW,,,
US1NJSM0026,20151230,SNWD,0,,,N,,40.5123,-74.5174,31.1,NJ,FRANKLIN TWP 3.1 NE,,,
US1NJSM0039,20151230,SNWD,0,,,N,,40.5462,-74.5287,15.5,NJ,FRANKLIN TWP 4.6 NNW,,,
US1NJSS0001,20151230,SNWD,0,T,,N,,41.0197,-74.7611,202.1,NJ,ANDOVER TWP 1.7 W,,,
US1NJSS0003,20151230,SNWD,0,T,,N,,41.2215,-74.4880,139.9,NJ,VERNON TWP 1.7 N,,,
US1NJSS0007,20151230,SNWD,0,T,,N,,41.0890,-74.5399,323.4,NJ,HARDYSTON TWP 3.2 SE,,,
US1NJSS0020,20151230,SNWD,13,,,N,,41.2288,-74.6059,174.0,NJ,WANTAGE TWP 1.5 SE,,,
US1NJWR0021,20151230,SNWD,0,,,N,,40.7623,-74.9719,143.9,NJ,WASHINGTON 0.6 ENE,,,
US1NMBR0034,20151230,SNWD,13,,,N,,35.1278,-106.5437,1676.1,NM,ALBUQUERQUE 4.6 E,,,
US1NMBR0040,20151230,SNWD,38,,,N,,35.0831,-106.4869,1816.9,NM,ALBUQUERQUE 8.1 ESE,,,
US1NMBR0042,20151230,SNWD,51,,,N,,35.1837,-106.4869,1915.1,NM,ALBUQUERQUE 9.0 ENE,,,
US1NMBR0046,20151230,SNWD,114,,,N,,35.0761,-106.3846,1941.9,NM,TIJERAS 1.0 SSW,,,
US1NMBR0136,20151230,SNWD,89,,,N,,35.1511,-106.4876,1870.3,NM,ALBUQUERQUE 8.1 ENE,,,
US1NMBR0142,20151230,SNWD,241,,,N,,35.1537,-106.2848,2118.4,NM,SANDIA PARK 3.7 ESE,,,
US1NMBR0148,20151230,SNWD,0,T,,N,,35.0944,-106.6123,1572.8,NM,ALBUQUERQUE 1.7 SSE,,,
US1NMBR0167,20151230,SNWD,394,,,N,,34.9950,-106.2619,2201.6,NM,TIJERAS 9.1 SE,,,
US1NMBR0183,20151230,SNWD,241,,,N,,35.1595,-106.3032,2075.7,NM,SANDIA PARK 3.6 ESE,,,
US1NMCB0001,20151230,SNWD,0,T,,N,,35.2206,-107.8897,1993.1,NM,MILAN 2.2 N,,,
US1NMCL0001,20151230,SNWD,483,,,N,,36.2652,-105.1807,3083.1,NM,ANGEL FIRE 10.2 SSE,,,
US1NMCL0006,20151230,SNWD,254,,,N,,36.3877,-105.2767,2595.1,NM,ANGEL FIRE 0.2 SSE,,,
US1NMCT0007,20151230,SNWD,109,,,N,,34.1415,-107.8792,2304.9,NM,DATIL 2.0 W,,,
US1NMDA0045,20151230,SNWD,51,,,N,,32.3584,-106.7623,1282.0,NM,LAS CRUCES 1.5 NNW,,,
US1NMDA0116,20151230,SNWD,38,,,N,,32.2718,-106.7668,1178.1,NM,MESILLA 2.3 E,,,
US1NMDA0118,20151230,SNWD,13,,,N,,32.3416,-106.7827,1208.8,NM,LAS CRUCES 1.6 WNW,,,
US1NMDA0187,20151230,SNWD,76,,,N,,32.2982,-106.7334,1266.1,NM,LAS CRUCES 2.9 SSE,,,
US1NMDA0209,20151230,SNWD,76,,,N,,32.2908,-106.6270,1459.4,NM,LAS CRUCES 8.1 ESE,,,
US1NMDA0217,20151230,SNWD,0,T,,N,,31.8688,-106.6487,1161.9,NM,SANTA TERESA 1.1 NNW,,,
US1NMED0011,20151230,SNWD,203,,,N,,32.4322,-104.2302,951.0,NM,CARLSBAD 2.0 N,,,
US1NMED0023,20151230,SNWD,229,,,N,,32.4309,-104.2540,962.6,NM,CARLSBAD 2.1 NNW,,,
US1NMGR0028,20151230,SNWD,0,T,,N,,32.8213,-108.2748,1919.0,NM,SILVER CITY 2.6 NNW,,,
US1NMGR0033,20151230,SNWD,0,,,N,,32.8460,-108.2596,2031.2,NM,SILVER CITY 4.4 N,,,
US1NMLA0015,20151230,SNWD,0,T,,N,,35.8108,-106.2076,1941.9,NM,LOS ALAMOS 7.1 SE,,,
US1NMLE0022,20151230,SNWD,241,,,N,,32.6220,-103.1265,1098.5,NM,HOBBS 8.0 SSE,,,
US1NMLN0012,20151230,SNWD,292,,,N,,33.3718,-105.6715,2174.1,NM,RUIDOSO 1.7 WNW,,,
US1NMLN0013,20151230,SNWD,178,,,N,,33.4926,-105.6903,2201.3,NM,NOGAL 4.6 SSE,,,
US1NMLN0014,20151230,SNWD,191,,,N,,33.5153,-105.6614,2125.1,NM,CAPITAN 4.3 WSW,,,
US1NMLU0002,20151230,SNWD,64,,,N,,32.1690,-107.6479,1374.0,NM,DEMING 8.6 SE,,,
US1NMOT0013,20151230,SNWD,36,,,N,,32.9514,-105.8336,2012.0,NM,CLOUDCROFT 5.4 W,,,
US1NMOT0044,20151230,SNWD,5,,,N,,33.0162,-105.8539,1861.1,NM,LA LUZ 5.8 ENE,,,
US1NMOT0076,20151230,SNWD,267,,,N,,32.9041,-105.5236,2213.5,NM,MAYHILL 2.8 WNW,,,
US1NMOT0081,20151230,SNWD,0,,,N,,32.9335,-105.9511,1366.7,NM,ALAMOGORDO 3.4 N,,,
US1NMOT0082,20151230,SNWD,610,,,N,,32.7874,-105.8207,2823.1,NM,SUNSPOT 0.2 SSW,,,
US1NMQY0013,20151230,SNWD,0,,,N,,35.3621,-103.4708,1173.5,NM,LOGAN 1.5 W,,,
US1NMRA0007,20151230,SNWD,13,,,N,,36.3745,-106.0468,1975.1,NM,ALCALDE 19 N,,,
US1NMRA0028,20151230,SNWD,25,,,N,,36.2496,-106.4956,1981.5,NM,YOUNGSVILLE 5.4 NE,,,
US1NMRA0042,20151230,SNWD,13,,,N,,36.2115,-106.2964,1814.5,NM,ABIQUIU 1.3 E,,,
US1NMSC0037,20151230,SNWD,165,,,N,,34.0867,-106.8925,1404.5,NM,SOCORRO 2.3 NNE,,,
US1NMSF0050,20151230,SNWD,229,,,N,,35.0908,-106.2212,2017.8,NM,EDGEWOOD 2.7 W,,,
US1NMSF0052,20151230,SNWD,445,,,N,,35.0902,-106.2120,2013.8,NM,EDGEWOOD 2.1 WNW,,,
US1NMSF0070,20151230,SNWD,165,,,N,,35.5273,-105.9414,2036.4,NM,SANTA FE 10.5 S,,,
US1NMSF0075,20151230,SNWD,165,,,N,,35.5641,-105.7607,2258.0,NM,GLORIETA 1.4 SSE,,,
US1NMSF0079,20151230,SNWD,89,,,N,,35.5564,-105.9632,2021.1,NM,SANTA FE 8.5 S,,,
US1NMSJ0003,20151230,SNWD,0,T,,N,,36.6769,-108.0371,1665.1,NM,BLOOMFIELD 4.1 SW,,,
US1NMSJ0016,20151230,SNWD,152,,,N,,36.9012,-108.1952,1754.1,NM,FARMINGTON 10.1 N,,,
US1NMSJ0026,20151230,SNWD,51,,,N,,36.7847,-108.1461,1729.1,NM,FARMINGTON 3.0 NE,,,
US1NMSM0006,20151230,SNWD,102,,,N,,35.6198,-105.2342,2003.5,NM,LAS VEGAS 1.6 NNW,,,
US1NMSM0024,20151230,SNWD,38,,,N,,35.5173,-103.8032,1333.2,NM,MOSQUERO 19.7 SSE,,,
US1NMSN0035,20151230,SNWD,152,,,N,,35.2986,-106.4385,1857.1,NM,PLACITAS 2.1 SE,,,
US1NMSN0045,20151230,SNWD,114,,,N,,35.3344,-106.4014,1857.1,NM,PLACITAS 3.8 ENE,,,
US1NMSN0053,20151230,SNWD,0,T,,N,,35.2972,-106.5854,1557.5,NM,RIO RANCHO 4.5 ENE,,,
US1NMSN0066,20151230,SNWD,13,,,N,,35.3133,-106.5924,1590.4,NM,RIO RANCHO 4.7 NE,,,
US1NMSN0070,20151230,SNWD,58,,,N,,35.2455,-106.6433,1608.1,NM,RIO RANCHO 2.2 SSE,,,
US1NMSN0074,20151230,SNWD,38,,,N,,35.2444,-106.7231,1727.9,NM,RIO RANCHO 4.1 WSW,,,
US1NMSN0082,20151230,SNWD,38,,,N,,35.2634,-106.6934,1680.7,NM,RIO RANCHO 2.0 WSW,,,
US1NMSR0031,20151230,SNWD,13,,,N,,33.3386,-107.6430,1884.0,NM,WINSTON 0.6 SSE,,,
US1NMTS0009,20151230,SNWD,25,,,N,,36.3841,-105.5672,2133.9,NM,TAOS 1.6 SSE,,,
US1NMTS0024,20151230,SNWD,51,,,N,,36.4609,-105.6116,2186.3,NM,TAOS 4.3 NNW,,,
US1NMVL0027,20151230,SNWD,28,,,N,,34.8084,-106.6766,1479.8,NM,LOS LUNAS 3.5 E,,,
US1NVCH0005,20151230,SNWD,0,,,N,,39.4712,-118.7915,1213.1,NV,FALLON 0.8 WSW,,,
US1NVCK0049,20151230,SNWD,0,,,N,,36.1520,-115.3396,940.6,NV,LAS VEGAS 7.5 WSW,,,
US1NVDG0002,20151230,SNWD,89,,,N,,39.0386,-119.7213,1467.9,NV,MINDEN 6.0 NNE,,,
US1NVEK0001,20151230,SNWD,160,,,N,,40.5624,-116.4043,1455.4,NV,BEOWAWE 4.7 ESE,,,
US1NVLY0003,20151230,SNWD,0,,,N,,38.9433,-119.1916,1350.9,NV,YERINGTON 3.4 SSW,,,
US1NVWH0002,20151230,SNWD,38,,,N,,39.5573,-119.8144,1494.1,NV,RENO 1.4 NNE,,,
US1NVWH0003,20151230,SNWD,38,,,N,,39.3954,-119.7900,1554.5,NV,RENO 10.0 S,,,
US1NVWH0011,20151230,SNWD,64,,,N,,39.5084,-119.8442,1393.9,NV,RENO 2.4 SSW,,,
US1NVWH0019,20151230,SNWD,51,,,N,,39.5184,-119.9935,1493.5,NV,RENO 9.0 W,,,
US1NVWH0093,20151230,SNWD,13,,,N,,39.5713,-119.8001,1524.9,NV,RENO 2.5 NNE,,,
US1NVWH0096,20151230,SNWD,0,,,N,,39.4069,-119.7313,1385.3,NV,RENO 10.3 SSE,,,
US1NVWH0100,20151230,SNWD,5,,,N,,39.8294,-119.6445,1306.7,NV,RENO 22.2 NNE,,,
US1NVWH0105,20151230,SNWD,51,,,N,,39.5328,-119.9228,1525.8,NV,RENO 5.4 W,,,
US1NVWH0108,20151230,SNWD,89,,,N,,39.2533,-119.8457,1583.1,NV,NEW WASHOE CITY 5.2 SW,,,
US1NVWH0115,20151230,SNWD,51,,,N,,39.5224,-119.8828,1482.9,NV,RENO 3.4 WSW,,,
US1NYAB0001,20151230,SNWD,38,,,N,,42.6670,-74.0509,445.0,NY,ALTAMONT 2.7 SSW,,,
US1NYAB0006,20151230,SNWD,25,,,N,,42.7198,-73.9304,88.7,NY,SCHENECTADY 5.6 SSW,,,
US1NYAB0021,20151230,SNWD,51,,,N,,42.6918,-73.8311,79.2,NY,NWS ALBANY,,,
US1NYAB0023,20151230,SNWD,25,,,N,,42.6602,-73.8103,78.0,NY,ALBANY 0.7 SW,,,
US1NYBM0014,20151230,SNWD,0,T,,N,,42.3084,-75.9569,385.9,NY,WHITNEY POINT 1.7 SSE,,,
US1NYBM0021,20151230,SNWD,0,T,,N,,42.0099,-75.5142,507.8,NY,WINDSOR 8.0 SE,,,
US1NYBM0040,20151230,SNWD,0,,,N,,42.0796,-76.0510,264.6,NY,VESTAL 0.4 SSE,,,
US1NYCB0008,20151230,SNWD,25,,,N,,42.1331,-73.7854,73.8,NY,LIVINGSTON 0.7 SSW,,,
US1NYCL0007,20151230,SNWD,152,,,N,,44.5646,-73.4539,55.2,NY,PERU 4.1 ESE,,,
US1NYCN0009,20151230,SNWD,13,,,N,,42.5336,-75.6306,456.6,NY,NORWICH 5.4 W,,,
US1NYCQ0022,20151230,SNWD,0,,,N,,42.4441,-79.3461,207.3,NY,FREDONIA 0.8 WNW,,,
US1NYCR0001,20151230,SNWD,0,,,N,,42.5330,-76.0211,476.7,NY,FREETOWN 1.0 NE,,,
US1NYCR0005,20151230,SNWD,13,,,N,,42.4516,-76.0437,313.9,NY,MARATHON 1.0 NW,,,
US1NYCT0006,20151230,SNWD,0,,,N,,42.0920,-78.4130,469.7,NY,OLEAN 1.2 NE,,,
US1NYCT0011,20151230,SNWD,0,T,,N,,42.1587,-78.4905,508.1,NY,ALLEGANY 4.7 N,,,
US1NYCY0008,20151230,SNWD,0,T,,N,,42.8287,-76.4867,320.0,NY,AUBURN 8.3 SSE,,,
US1NYDL0023,20151230,SNWD,20,,,N,,41.9351,-75.0784,532.2,NY,LONG EDDY 6.5 NNE,,,
US1NYDL0028,20151230,SNWD,10,,,N,,42.2378,-74.5234,760.8,NY,FLEISCHMANNS 5.7 N,,,
US1NYDT0004,20151230,SNWD,10,,,N,,41.5535,-73.7863,85.0,NY,HOPEWELL JUNCTION 2.4 SSE,,,
US1NYDT0008,20151230,SNWD,25,,,N,,41.7523,-73.6488,312.1,NY,MILLBROOK 3.2 SE,,,
US1NYDT0012,20151230,SNWD,25,,,N,,41.6846,-73.7205,197.5,NY,LAGRANGEVILLE 3.4 NE,,,
US1NYER0050,20151230,SNWD,0,,,N,,42.7675,-78.6158,280.1,NY,EAST AURORA 0.1 ENE,,,
US1NYER0054,20151230,SNWD,0,,,N,,43.0225,-78.7190,178.0,NY,EAST AMHERST 1.2 WNW,,,
US1NYER0059,20151230,SNWD,0,,,N,,42.9632,-78.8669,186.5,NY,KENMORE 0.3 ESE,,,
US1NYER0063,20151230,SNWD,0,,,N,,42.6020,-78.6391,430.1,NY,GLENWOOD 1.5 SE,,,
US1NYER0065,20151230,SNWD,0,,,N,,42.6547,-78.7201,475.8,NY,BOSTON 1.5 NE,,,
US1NYER0072,20151230,SNWD,0,T,,N,,43.0137,-78.8296,173.7,NY,TONAWANDA 3.1 NE,,,
US1NYER0077,20151230,SNWD,0,T,,N,,42.6509,-78.6106,502.9,NY,COLDEN 2.4 ENE,,,
US1NYER0102,20151230,SNWD,0,,,N,,42.9412,-78.7193,214.3,NY,CHEEKTOWAGA 2.7 NE,,,
US1NYER0104,20151230,SNWD,0,T,,N,,42.9942,-78.7526,179.5,NY,WILLIAMSVILLE 2.2 NNW,,,
US1NYER0113,20151230,SNWD,0,T,,N,,42.8370,-78.7433,198.4,NY,WEST SENECA 0.4 E,,,
US1NYES0001,20151230,SNWD,102,,,N,,44.3049,-73.9864,578.8,NY,LAKE PLACID 1.5 N,,,
US1NYES0006,20151230,SNWD,142,,,N,,43.8335,-73.8978,459.3,NY,OLMSTEDVILLE 4.6 NNE,,,
US1NYES0007,20151230,SNWD,132,,,N,,44.4950,-73.4711,160.9,NY,KEESEVILLE 0.8 SE,,,
US1NYGN0006,20151230,SNWD,0,T,,N,,42.9989,-78.0483,274.0,NY,STAFFORD 1.8 NE,,,
US1NYGR0006,20151230,SNWD,25,,,N,,42.3605,-73.9835,229.8,NY,FREEHOLD 3.4 E,,,
US1NYGR0007,20151230,SNWD,25,,,N,,42.4140,-74.0090,248.7,NY,GREENVILLE 0.7 E,,,
US1NYHM0006,20151230,SNWD,38,,,N,,43.9715,-74.4200,506.6,NY,LONG LAKE 0.1 SSE,,,
US1NYHR0012,20151230,SNWD,64,,,N,,43.1232,-74.7974,312.7,NY,DOLGEVILLE 1.9 NW,,,
US1NYJF0011,20151230,SNWD,102,,,N,,43.9616,-75.6271,238.7,NY,CARTHAGE 2.0 SW,,,
US1NYLV0001,20151230,SNWD,0,,,N,,42.5321,-77.7554,462.1,NY,DANSVILLE 3.6 WSW,,,
US1NYLW0010,20151230,SNWD,127,,,N,,43.9831,-75.3675,317.0,NY,CROGHAN 6.2 N,,,
